created_at	id	entities|user_mentions|screen_name	entities|media|type	favorite_count	retweet_count	retweeted_status|id	retweeted_status|favorite_count	retweeted_status|retweet_count	retweeted_status|created_at	entities|media|url	text
Mon Jan 19 04:28:56 +0000 2015	557031934178918400	kifi	0	5	4	0	0	0	0	0	Alright, I'm fairly impressed by @kifi's recommendation engine. #thumbsup
Fri Jan 16 19:31:42 +0000 2015	556171955892920322	trustrachel	0	0	0	0	0	0	0	0	@trustrachel Northside Grill for breakfast/brunch, Afternoon Delight for brunch, Sava's for brunch. That may be sufficient for now, haha
Fri Jan 16 19:29:23 +0000 2015	556171372804997120	trustrachel	0	1	0	0	0	0	0	0	@trustrachel ...Frita Batidos for badass Cuban, the Last Word for cocktails, Zingerman's for a food experience, Grange for farm to table
Fri Jan 16 19:27:23 +0000 2015	556170871799558144	trustrachel	0	3	0	0	0	0	0	0	@trustrachel Blue Tractor for burgers and BBQ, Jolly Pumpkin for beer and upscale pub food, Ashley's has a huge craft beer selection...
Fri Jan 16 19:24:22 +0000 2015	556170112995430401	trustrachel	0	0	0	0	0	0	0	0	@trustrachel Yesss is it MHacks? I went a few times while I was in grad school. Also if you need restaurant recs for Ann Arbor lemme know :)
Fri Jan 16 19:03:26 +0000 2015	556164842512732161	trustrachel	0	0	0	0	0	0	0	0	@trustrachel DTW! Land of my birth! Why are you in MI?
Fri Jan 09 20:55:10 +0000 2015	553656249343311872	pkafei|meli_lewis|znmeb|amylouboyle|pycon	0	0	0	0	0	0	0	0	@pkafei @meli_lewis @znmeb @amylouboyle @pycon Portia, you are too kind!
Wed Jan 07 18:21:19 +0000 2015	552892754767147009	mauramaura	0	0	0	0	0	0	0	0	@mauramaura Mad jelly
Wed Jan 07 01:23:30 +0000 2015	552636612312854528	pkafei	0	0	1	552564204839116800	1	1	Tue Jan 06 20:35:47 +0000 2015	0	RT @pkafei: Curious about analytics, but don't know where to start?http://t.co/PTWf6s2Nrl
Mon Jan 05 19:02:32 +0000 2015	552178352376004608	reonomy|reonomy	0	0	10	552175930341621760	17	10	Mon Jan 05 18:52:55 +0000 2015	0	RT @reonomy: Thanks to our clients and investors!  Real estate data startup @reonomy raises $13M in Series B: http://t.co/awRiqTCZJB
Mon Jan 05 18:50:16 +0000 2015	552175262490951681	reonomy	0	0	0	0	0	0	0	0	Oh yes we did http://t.co/uKWZCXnHv5 @reonomy
Sun Jan 04 20:34:55 +0000 2015	551839210546946048	pkafei	0	1	0	0	0	0	0	0	@pkafei I have the rum over here in NYC... :)
Sat Jan 03 17:38:27 +0000 2015	551432412899840000	0	0	5	2	0	0	0	0	0	This podcast on machine learning looks interesting: http://t.co/ssi3FvKx5o
Fri Jan 02 21:23:09 +0000 2015	551126575077679106	WomenWhoCodeNYC|divinetechygirl	0	1	0	0	0	0	0	0	@WomenWhoCodeNYC @divinetechygirl It's great for data analysis!
Fri Jan 02 21:09:44 +0000 2015	551123197119438849	0	0	7	2	0	0	0	0	0	Also if one of your goals is to learn something new this year, you should learn Pandas: http://t.co/dNuFGDLATQ Words cannot describe my love
Fri Jan 02 20:53:24 +0000 2015	551119085925572608	0	photo	1	0	0	0	0	0	http://t.co/uCS5LBcHcw	When Yelp lies and tells you that a coffee shop has wifi when it actually doesn't. http://t.co/uCS5LBcHcw
Fri Jan 02 16:13:27 +0000 2015	551048634742345728	kscottz	0	0	6	550927955556192257	1	6	Fri Jan 02 08:13:55 +0000 2015	0	RT @kscottz: Visual search algorithms can show us our own biases. http://t.co/8KPxMjQFzX
Thu Jan 01 17:16:38 +0000 2015	550702150335336448	pycon	0	0	8	550697450357288960	11	8	Thu Jan 01 16:57:58 +0000 2015	0	RT @pycon: Happy New Year! If learning something new is one of your new year's resolutions, PyCon has you covered! Tutorials: https://t.co/…
Wed Dec 31 02:40:32 +0000 2014	550119283800674304	0	0	12	0	0	0	0	0	0	Sometimes, it seems like no matter how much I learn, I still don't know anything at all.
Mon Dec 29 03:26:24 +0000 2014	549406048243961856	b0rk	0	0	176	549355574669090817	171	176	Mon Dec 29 00:05:50 +0000 2014	0	RT @b0rk: programming doesn't belong to men (it belongs to me) http://t.co/UPle61p26J
Sun Dec 28 17:54:34 +0000 2014	549262143045242880	SamanthaZeitlin	0	2	0	0	0	0	0	0	@SamanthaZeitlin Oh man, I saw him perform when he was in NYC. So amazing and hilarious.
Sat Dec 27 23:49:27 +0000 2014	548989067074211842	0	0	0	0	0	0	0	0	0	Why is there a mouse in my APARTMENT?!
Sat Dec 27 22:50:53 +0000 2014	548974325026816000	PyTennessee|sarah_guido|ForecastWatch	0	0	3	548938180612087810	3	3	Sat Dec 27 20:27:15 +0000 2014	0	RT @PyTennessee: PyTN Profiles: Sarah Guido (@sarah_guido) and Intellovations (@ForecastWatch) http://t.co/ClJJSYXXTq #python #pytn2015
Sat Dec 27 15:42:50 +0000 2014	548866604801753088	MusingMurmurs	0	0	0	0	0	0	0	0	@MusingMurmurs Haha. I'm back in town now!
Sat Dec 27 15:42:27 +0000 2014	548866508295008256	gallamine	0	0	0	0	0	0	0	0	@gallamine I needed a real vacation!
Sat Dec 27 15:41:51 +0000 2014	548866355051896832	0	0	2	0	0	0	0	0	0	Twitter hiatus is over!
Wed Dec 17 00:52:31 +0000 2014	545018670494519296	0	0	1	0	0	0	0	0	0	Twitter hiatus begins now.
Tue Dec 16 02:52:25 +0000 2014	544686456808427520	0	photo	2	0	0	0	0	0	http://t.co/5YUkNppvZU	Madison Sq Park. http://t.co/5YUkNppvZU
Sun Dec 14 01:49:04 +0000 2014	543945736359280641	understandig	0	1	0	0	0	0	0	0	@understandig I didn't even know that Santacon was a thing...I still don't understand. They were harassing NYC marchers as well #jfcindeed
Sun Dec 14 01:47:16 +0000 2014	543945284578209793	frieze_magazine	0	0	15	543468393593327616	7	15	Fri Dec 12 18:12:16 +0000 2014	0	RT @frieze_magazine: Galapagos Art Space leaves NYC and moves to Detroit. Here they explain why http://t.co/zP0iq5ILcl
Sat Dec 13 03:17:04 +0000 2014	543605496742416386	PyTennessee|understandig	0	2	0	0	0	0	0	0	@PyTennessee @understandig LOVE this. I am all for it!
Sat Dec 13 00:42:05 +0000 2014	543566490780585984	jonafato|dirn|PaulLogston	0	0	0	0	0	0	0	0	@jonafato @dirn @PaulLogston AGH
Sat Dec 13 00:35:25 +0000 2014	543564813004464128	dirn	0	0	0	0	0	0	0	0	@dirn Paul and Jon can verify that I finally brought donuts!
Sat Dec 13 00:33:11 +0000 2014	543564254008590336	understandig	0	1	0	0	0	0	0	0	@understandig 100% in favor of this
Sat Dec 13 00:32:55 +0000 2014	543564186836803585	dirn	photo	0	0	0	0	0	0	http://t.co/auk8x4hP6W	@dirn http://t.co/auk8x4hP6W
Fri Dec 12 23:37:43 +0000 2014	543550294643453953	mauramaura	0	0	0	0	0	0	0	0	@mauramaura Oooh. I have a Christmas party of my own tonight. Thanks though!
Fri Dec 12 23:09:38 +0000 2014	543543225475399680	mauramaura	0	0	0	0	0	0	0	0	@mauramaura I wish I could favorite this multiple times.
Fri Dec 12 20:28:40 +0000 2014	543502719898894336	0	0	0	0	0	0	0	0	0	RT if you wish you could use Hipchat emoji on all chat and messaging platforms, not just on Hipchat.
Fri Dec 12 19:57:26 +0000 2014	543494859425058816	nycpython	0	0	4	543454952254091264	4	4	Fri Dec 12 17:18:52 +0000 2014	0	RT @nycpython: Over 150 participants are ready to try their first hr of code tomorrow! Thanks Digital Ocean and NYU for sponsoring! http://…
Thu Dec 11 16:10:44 +0000 2014	543075418790973440	PyTennessee	0	0	5	543068968991600641	3	5	Thu Dec 11 15:45:06 +0000 2014	0	RT @PyTennessee: We are only half way to our sponsorship goal.  Please consider helping http://t.co/hRRm5lIBRo. #python #pytn2015
Thu Dec 11 15:35:17 +0000 2014	543066497934180352	JeanetteHead17	0	0	7	543059623847002113	6	7	Thu Dec 11 15:07:58 +0000 2014	0	RT @JeanetteHead17: I blogged about my experiences talking to girls and women about tech:  http://t.co/Z1t1mxcSQ4 #GirlsLikeToCode
Wed Dec 10 16:52:18 +0000 2014	542723490936528896	funkatron	0	0	23	542692597756465152	12	23	Wed Dec 10 14:49:32 +0000 2014	0	RT @funkatron: I find Travis CI’s minimum vacation policy really interesting as it relates to mental health. It’s worth a read. http://t.co…
Wed Dec 10 15:48:03 +0000 2014	542707322750263297	trustrachel	0	0	0	0	0	0	0	0	@trustrachel Thanks! :)
Wed Dec 10 03:09:30 +0000 2014	542516429472296961	jasonamyers	0	0	0	0	0	0	0	0	@jasonamyers Good question...pretty sure they do it in batches.
Wed Dec 10 03:07:38 +0000 2014	542515958829432833	PyTennessee	0	0	0	0	0	0	0	0	@PyTennessee Thanks :)
Wed Dec 10 03:05:02 +0000 2014	542515304866148352	PyTennessee|pycon	0	3	1	0	0	0	0	0	Acceptance to @PyTennessee and @pycon in one week! It's a good week.
Wed Dec 10 03:04:20 +0000 2014	542515126796951554	0	0	2	0	0	0	0	0	0	So this is happening https://t.co/vNIrsD0hFf
Tue Dec 09 18:18:19 +0000 2014	542382750250987520	WomenWhoCodeNYC|digitalocean|nyuniversity|nycpython	0	0	7	542379183028989953	1	7	Tue Dec 09 18:04:08 +0000 2014	0	RT @WomenWhoCodeNYC: More mentors needed for Hour of Code event w/ @DigitalOcean @nyuniversity and @nycpython! Help spread the code! http:/…
Tue Dec 09 02:30:43 +0000 2014	542144280098521088	PyTennessee	0	1	0	0	0	0	0	0	Can't wait for @PyTennessee!!
Tue Dec 09 02:30:26 +0000 2014	542144207990034432	PyTennessee	0	0	18	542137207898005504	7	18	Tue Dec 09 02:02:37 +0000 2014	0	RT @PyTennessee: This isn't 100% but you might be interested... https://t.co/4bhWh1LeN4 #python #pytn #awesome
Mon Dec 08 20:20:06 +0000 2014	542051013021405186	YhatHQ	0	0	8	542049776737320960	19	8	Mon Dec 08 20:15:12 +0000 2014	0	RT @YhatHQ: Large Scale Deep Learning (slides) | Jeff Dean | http://t.co/hfw3HlsF9l
Fri Dec 05 17:29:42 +0000 2014	540920965111484416	reonomy	photo	1	0	0	0	0	0	http://t.co/hR6I7JQ07z	.@reonomy hack day == tacos http://t.co/hR6I7JQ07z
Fri Dec 05 06:15:07 +0000 2014	540751198731898880	0	0	0	0	0	0	0	0	0	One of those weeks.
Thu Dec 04 02:40:37 +0000 2014	540334833516699648	YourAnonNews	0	0	1899	540317309064458240	942	1899	Thu Dec 04 01:30:59 +0000 2014	0	RT @YourAnonNews: Clear message sent by #NYPD: cop kills unarmed #EricGarner, no charges.  Man films cop killing Eric, charged &amp; arrested. …
Wed Dec 03 14:55:03 +0000 2014	540157271524007936	GweedMonster	0	0	0	0	0	0	0	0	Happy birthday to my sister, @GweedMonster!
Wed Dec 03 04:17:16 +0000 2014	539996767748907008	Tanzy|OrenSamari	photo	0	0	0	0	0	0	http://t.co/O5W1wQN6Tz	The party continues with @Tanzy and @OrenSamari http://t.co/O5W1wQN6Tz
Wed Dec 03 02:30:27 +0000 2014	539969887087910912	jasonamyers|PyTennessee	0	0	37	539777335877455874	0	37	Tue Dec 02 13:45:20 +0000 2014	0	RT @jasonamyers: We really need some help this year with @PyTennessee sponsorships! If your company is interested please contact me https:/…
Wed Dec 03 00:27:40 +0000 2014	539938984802013186	allthingshadoop	photo	2	0	0	0	0	0	http://t.co/eIPyX3QyV9	Me and @allthingshadoop being fancy http://t.co/eIPyX3QyV9
Tue Dec 02 23:02:35 +0000 2014	539917573756698624	annarbornews	photo	0	94	539876449969512449	65	94	Tue Dec 02 20:19:10 +0000 2014	http://t.co/2i7YMv31us	RT @annarbornews: REPORTS: Brady #Hoke has been fired as #Wolverines head coach: http://t.co/KhT1JxJFXq http://t.co/2i7YMv31us
Tue Dec 02 22:53:48 +0000 2014	539915362649653248	reonomy	photo	1	1	0	0	0	0	http://t.co/DZykGtCakK	.@reonomy gets fancy http://t.co/DZykGtCakK
Tue Dec 02 17:43:05 +0000 2014	539837169184280576	NASA	photo	0	20622	539814651404754944	17107	20622	Tue Dec 02 16:13:36 +0000 2014	http://t.co/wrf89sn35A	RT @NASA: We're sending humans to Mars! Watch our #JourneytoMars briefing live today at 12pm ET: http://t.co/6XtjOi1yJo #Orion http://t.co/…
Tue Dec 02 03:19:45 +0000 2014	539619904274845697	FarmLogs|nytimesbits	0	0	11	539615986706427904	11	11	Tue Dec 02 03:04:11 +0000 2014	0	RT @FarmLogs: Data Science is transforming agriculture on farms of all sizes: http://t.co/IyKf0vhExC via @nytimesbits
Tue Dec 02 01:04:46 +0000 2014	539585936364171264	0	photo	0	0	0	0	0	0	http://t.co/IIjiUSlbUI	Unstoppable http://t.co/IIjiUSlbUI
Mon Dec 01 05:41:06 +0000 2014	539293086871220225	0	0	0	0	0	0	0	0	0	Previous RT is basically the story of the last year and a half of my life.
Mon Dec 01 05:39:47 +0000 2014	539292758037782528	jorendorff	0	0	683	537290791576936449	525	683	Tue Nov 25 17:04:41 +0000 2014	0	RT @jorendorff: yak trace - n. Explanation of the chain of unlikely obstacles that led from your actual goal to the ridiculous thing you're…
Mon Dec 01 01:30:57 +0000 2014	539230138010206208	0	0	5	2	0	0	0	0	0	Tea, dubstep, code. #sundaynight
Thu Nov 27 20:30:51 +0000 2014	538067447946182656	mauramaura|mwaha1987	photo	2	0	0	0	0	0	http://t.co/N161aqbi86	Thanksgiving in style @mauramaura @mwaha1987 http://t.co/N161aqbi86
Thu Nov 27 00:32:27 +0000 2014	537765863370526721	DataconomyMedia	photo	0	56	537757757982507009	38	56	Thu Nov 27 00:00:15 +0000 2014	http://t.co/CT2Ge74NOu	RT @DataconomyMedia: The #datascience behind the data scientist: the biggest skills in data scientist's skill sets: http://t.co/GVa0EDBW15 …
Wed Nov 26 19:13:51 +0000 2014	537685683536949251	Tanzy|reonomy	photo	0	1	537680661201838081	1	1	Wed Nov 26 18:53:53 +0000 2014	http://t.co/YPvnJKURAo	RT @Tanzy: @reonomy thanksgiving! #teamawesome http://t.co/YPvnJKURAo
Wed Nov 26 03:47:59 +0000 2014	537452680344780800	JennaBPope	photo	0	788	537451796068044800	512	788	Wed Nov 26 03:44:28 +0000 2014	http://t.co/ObuelfuMX5	RT @JennaBPope: Thousands of protesters shut down FDR Drive, a major highway in NYC, for 2 hours in a call for #JusticeForMikeBrown http://…
Wed Nov 26 03:37:56 +0000 2014	537450152509054976	0	0	1	0	0	0	0	0	0	Anyone have numbers on how many came out tonight? #ferguson2nyc #Ferguson #nyc
Wed Nov 26 03:37:16 +0000 2014	537449985911324672	0	photo	3	0	0	0	0	0	http://t.co/iWDfmsDqVV	Still going strong. En route to Columbus Circle. Breaking off because I need a break. #ferguson2nyc http://t.co/iWDfmsDqVV
Wed Nov 26 03:22:49 +0000 2014	537446348963188736	0	0	0	0	0	0	0	0	0	No escalation. Going north on 7th now. #ferguson2nyc
Wed Nov 26 03:21:10 +0000 2014	537445932489777152	0	photo	1	0	0	0	0	0	http://t.co/ZrP0v9jbvq	#ferguson2nyc http://t.co/ZrP0v9jbvq
Wed Nov 26 03:20:02 +0000 2014	537445648065630208	0	photo	0	0	0	0	0	0	http://t.co/UVzV3tSwBZ	#ferguson2nyc #Ferguson #nyc http://t.co/UVzV3tSwBZ
Wed Nov 26 03:19:18 +0000 2014	537445462941630464	0	photo	0	0	0	0	0	0	http://t.co/dRb15xcUSE	#ferguson2nyc http://t.co/dRb15xcUSE
Wed Nov 26 03:18:50 +0000 2014	537445346872680448	0	photo	0	0	0	0	0	0	http://t.co/j0DYKnwwQy	Police in riot gear with zip ties #ferguson2nyc http://t.co/j0DYKnwwQy
Wed Nov 26 03:09:30 +0000 2014	537442999069061121	0	photo	1	0	0	0	0	0	http://t.co/maBFMJO22w	Approaching Times Sq #ferguson2nyc http://t.co/maBFMJO22w
Wed Nov 26 02:41:55 +0000 2014	537436056946495489	0	photo	0	0	0	0	0	0	http://t.co/KzxpW2ZBvx	Moment of silence for Mike Brown #ferguson2nyc http://t.co/KzxpW2ZBvx
Wed Nov 26 02:32:38 +0000 2014	537433721524486144	0	photo	0	0	0	0	0	0	http://t.co/n0JjbPRcSF	A whole lotta protesters #ferguson2nyc http://t.co/n0JjbPRcSF
Wed Nov 26 02:18:29 +0000 2014	537430159918657536	annarbornews	photo	0	447	537425002497601536	343	447	Wed Nov 26 01:58:00 +0000 2014	http://t.co/aOAXsD2ZDO	RT @annarbornews: Hundreds march in #AnnArbor in response to grand jury decision in #Ferguson: http://t.co/IvlDiZFnFW http://t.co/aOAXsD2ZDO
Wed Nov 26 02:03:41 +0000 2014	537426433698971648	0	0	1	0	0	0	0	0	0	Heading to UN HQ #ferguson2nyc
Wed Nov 26 01:52:50 +0000 2014	537423705367134209	0	photo	0	1	0	0	0	0	http://t.co/Xv6PkY4dHq	Police up ahead #ferguson2nyc http://t.co/Xv6PkY4dHq
Wed Nov 26 01:42:11 +0000 2014	537421021746581504	judeliana	0	0	0	0	0	0	0	0	@judeliana Right now north on FDR near 6th
Wed Nov 26 01:41:54 +0000 2014	537420953480097792	MissJennShaw	0	0	0	0	0	0	0	0	@MissJennShaw I'm walking with them!
Wed Nov 26 01:41:12 +0000 2014	537420775570296832	0	photo	0	0	0	0	0	0	http://t.co/m8GuQOISi4	North on FDR near 6th #ferguson2nyc http://t.co/m8GuQOISi4
Wed Nov 26 01:27:06 +0000 2014	537417226929057793	0	photo	1	4	0	0	0	0	http://t.co/1ysByoybDa	Houston and Ave C #HandsUpDontShoot #ferguson2nyc http://t.co/1ysByoybDa
Wed Nov 26 00:21:28 +0000 2014	537400710888173569	0	photo	0	0	0	0	0	0	http://t.co/3QpASf300c	West on 14th. #ferguson2nyc http://t.co/3QpASf300c
Tue Nov 25 22:58:49 +0000 2014	537379910722289664	sarahrlnrd	0	0	28	537352744361680897	25	28	Tue Nov 25 21:10:52 +0000 2014	0	RT @sarahrlnrd: See you in Union Square at 7:00 #ferguson2nyc
Tue Nov 25 16:15:39 +0000 2014	537278450667909121	donkeysaddleorg|mauramaura	0	0	1	0	0	0	0	0	@donkeysaddleorg @mauramaura I'm hearing Union Sq at 7 tonight: https://t.co/PYv26vBGBD
Tue Nov 25 06:06:03 +0000 2014	537125040954032128	aaronchall	0	0	0	0	0	0	0	0	@aaronchall Thanks! It was peaceful!
Tue Nov 25 05:02:42 +0000 2014	537109096638726146	0	photo	1	0	0	0	0	0	http://t.co/xZooSLQdXe	Zip ties at the ready #Ferguson #NYC http://t.co/xZooSLQdXe
Tue Nov 25 04:58:31 +0000 2014	537108044577263616	0	photo	2	1	0	0	0	0	http://t.co/V8IH9oBKoX	Still going #Ferguson #nyc #JusticeForMikeBrown http://t.co/V8IH9oBKoX
Tue Nov 25 04:20:25 +0000 2014	537098458067636224	0	photo	0	1	0	0	0	0	http://t.co/TthIA2CmiW	Going up Columbus #Ferguson #nyc http://t.co/TthIA2CmiW
Tue Nov 25 03:57:48 +0000 2014	537092765956722689	0	photo	2	0	0	0	0	0	http://t.co/PjQimzDFcY	Just north of Columbus Circle #Ferguson #HandsUpDontShoot http://t.co/PjQimzDFcY
Tue Nov 25 02:55:18 +0000 2014	537077035630624768	0	0	0	14202	537056717692215296	12133	14202	Tue Nov 25 01:34:34 +0000 2014	0	RT @shugnice: Racism is white people destroying property for sporting events while black people must remain "civil" when our children are s…
Mon Nov 24 18:07:43 +0000 2014	536944265575010305	0	0	0	0	0	0	0	0	0	Rewatching Breaking Bad is for sure giving me stress dreams. #monday
Mon Nov 24 17:49:29 +0000 2014	536939675249025024	ContinuumIO	0	0	12	536934974369595392	27	12	Mon Nov 24 17:30:48 +0000 2014	0	RT @ContinuumIO: "A modern guide to getting started with Data Science and Python" http://t.co/FdPMkZhu1E
Fri Nov 21 22:08:10 +0000 2014	535917613822791681	TuckStephanie|Tanzy	0	0	0	0	0	0	0	0	@TuckStephanie @Tanzy Don't we all...
Fri Nov 21 21:21:21 +0000 2014	535905830244470784	Tanzy|sarah_guido	photo	0	0	0	0	0	0	http://t.co/60pY3rJ9ll	In which I demonstrate I live on a different musical plane RT @Tanzy: The world of music according to @sarah_guido http://t.co/60pY3rJ9ll
Wed Nov 19 23:37:04 +0000 2014	535215208105783296	reonomy	0	1	2	0	0	0	0	0	.@reonomy is hiring a devops engineer: https://t.co/6kgbfhpPx4 Come work with some super awesome people on a badass product!
Wed Nov 19 01:49:37 +0000 2014	534886180396220416	dontusethiscode	0	0	0	0	0	0	0	0	@dontusethiscode That's unappropriated.
Wed Nov 19 01:46:40 +0000 2014	534885434917421057	dontusethiscode	photo	1	0	0	0	0	0	http://t.co/4h7jUE4bVS	In which @dontusethiscode struggles with predictive texting. http://t.co/4h7jUE4bVS
Tue Nov 18 21:10:52 +0000 2014	534816031559413760	YhatHQ	0	2	0	0	0	0	0	0	This looks funnnn. RT @YhatHQ Tutorial: Data Science with Python | #python | http://t.co/82eL0HySfx
Mon Nov 17 22:38:01 +0000 2014	534475574820229120	reonomy|trdny	0	0	4	534471859031781377	2	4	Mon Nov 17 22:23:15 +0000 2014	0	RT @reonomy: Looks like @trdny is putting Reonomy to good use http://t.co/kBaZEqUWLd
Mon Nov 17 21:03:43 +0000 2014	534451843607576578	PyTennessee	0	0	3	534442806790864897	1	3	Mon Nov 17 20:27:49 +0000 2014	0	RT @PyTennessee: Okay I'm gonna honor the request from the 11 emails I got and open the CFP until the 19th at 11:59:59 PM CST. #python
Sun Nov 16 20:47:14 +0000 2014	534085306560286722	0	0	0	0	0	0	0	0	0	Kalustyan's == foodie heaven
Sun Nov 16 03:38:07 +0000 2014	533826318417526784	PyTennessee|pyladies|CallbackWomen	0	0	6	531843463705538560	4	6	Mon Nov 10 16:18:57 +0000 2014	0	RT @PyTennessee: Also no where near our diversity goals, we are beyond sad! We'll help you in everyday possible from prep to trip! @pyladie…
Sun Nov 16 00:01:35 +0000 2014	533771827181793280	PyTennessee	0	0	1	533762014771167232	1	1	Sat Nov 15 23:22:35 +0000 2014	0	RT @PyTennessee: The end is near...
Sat Nov 15 04:10:11 +0000 2014	533472004549402624	idefine	0	0	0	0	0	0	0	0	@idefine I wish I could favorite this like six times.
Sat Nov 15 02:37:29 +0000 2014	533448674651955200	PyTennessee	0	4	0	0	0	0	0	0	.@PyTennessee proposals submitted! #holla
Fri Nov 14 23:34:21 +0000 2014	533402586964320256	idefine	0	0	0	0	0	0	0	0	@idefine OMG YES
Fri Nov 14 21:31:11 +0000 2014	533371588927041536	meccomai	0	0	0	0	0	0	0	0	@meccomai Oh my goodness. The sad part is that I might actually give it a listen...
Fri Nov 14 19:20:31 +0000 2014	533338706011521024	YhatHQ	0	0	2	533304626125094912	24	2	Fri Nov 14 17:05:05 +0000 2014	0	RT @YhatHQ: Predicting customer churn with scikit-learn | #python | http://t.co/yO4ls7JjGu
Fri Nov 14 15:13:58 +0000 2014	533276661429854209	PyTennessee	0	0	4	533273852131176448	1	4	Fri Nov 14 15:02:48 +0000 2014	0	RT @PyTennessee: Less than 28 hours to get your proposal in! https://t.co/edTh6czg96 #python
Fri Nov 14 00:59:05 +0000 2014	533061522818605056	jasonamyers	0	2	0	0	0	0	0	0	@jasonamyers Argh yeah. It will happen!
Thu Nov 13 21:14:45 +0000 2014	533005066236858368	0	0	1	0	0	0	0	0	0	Oh no, I'm caught up on Serial. Now what?!
Mon Nov 10 19:42:52 +0000 2014	531894781702836225	0	0	1	0	0	0	0	0	0	Any fellow Bach fans going to see the ACO play B Minor Mass on Saturday?
Sat Nov 08 15:28:10 +0000 2014	531105906436866048	twiecki	0	0	16	531102418214584320	22	16	Sat Nov 08 15:14:18 +0000 2014	0	RT @twiecki: Curated list of all #PyData confences including links to talks https://t.co/3dnOWpghhi
Sat Nov 08 01:34:40 +0000 2014	530896148618575873	mauramaura	photo	1	0	0	0	0	0	http://t.co/8ardVKA7Dg	Crashing Philly with @mauramaura http://t.co/8ardVKA7Dg
Fri Nov 07 15:57:53 +0000 2014	530750999968100352	A2PyLadies	0	0	2	530741273867464704	1	2	Fri Nov 07 15:19:15 +0000 2014	0	RT @A2PyLadies: Do you wonder what functional programming is? Here's a great article: http://t.co/5jxGlPi8Zg
Fri Nov 07 01:45:20 +0000 2014	530536448920133632	reonomy|jasond137|Tanzy	photo	1	0	0	0	0	0	http://t.co/B0EsHOpdnZ	Team @reonomy data science represent @jasond137 (with @Tanzy photobombing) http://t.co/B0EsHOpdnZ
Thu Nov 06 02:05:56 +0000 2014	530179241627758593	PyDataConf|numfocus	0	0	19	530179022425034752	8	19	Thu Nov 06 02:05:03 +0000 2014	0	RT @PyDataConf: Thanks to @numfocus we have diversity scholarships available! To apply, send a bio and why you want to attend to admin@pyda…
Wed Nov 05 05:21:13 +0000 2014	529865999248785408	0	0	1	0	0	0	0	0	0	America. You failed today. #youhadonejob #facepalm
Wed Nov 05 01:02:41 +0000 2014	529800939222622208	PyDataConf	0	0	13	529800551681499136	9	13	Wed Nov 05 01:01:09 +0000 2014	0	RT @PyDataConf: Check out our awesome schedule! Keep watching for the schedule to be finalized. http://t.co/HoauhnMPzl
Mon Nov 03 22:05:13 +0000 2014	529393889409789953	0	0	1	1	0	0	0	0	0	It's dark at 5 pm? #eternalsadness
Mon Nov 03 19:46:24 +0000 2014	529358956091940864	nerdneha	0	1	0	0	0	0	0	0	@nerdneha That's excellent!! Congrats to your friend!
Fri Oct 31 21:08:25 +0000 2014	528292430731550720	0	photo	0	0	0	0	0	0	http://t.co/gANPWxhkfP	Arrrrggh, matey. http://t.co/gANPWxhkfP
